32	21.5
44	19.6
56	21.2
60	18.7
61	19.9
64	21.1
72	21.6
81	19.7
96	22.3
101	19.3
124	20.8
125	19.9
126	19.5
128	18.7
129	20.1
130	19.2
141	20.6
252	20.6
253	20.1
254	18.8
256	21.1
257	17
258	18.8
259	18.4
300	20.7
400	20.1
511	19.3
512	20.2
513	14.9
543	19.7
544	19.8
545	20.6
575	19.3
576	19.4
577	19.4
607	18.9
608	19
609	19.3
639	19.7
640	20.8
641	18.6
671	19.6
672	19.2
673	19.5
703	19.1
704	19.2
705	19.4
735	19.3
736	19.2
737	19.6
767	19.6
768	20.6
769	17
799	19.6
800	19.5
801	19.8
831	19.5
832	19.1
833	19.4
863	19
864	19.5
865	19.5
895	19.8
896	20.4
897	19
927	19.5
928	19.2
929	19.8
959	19.4
960	19.3
961	19.6
991	19
992	19.4
993	19.5
1023	17.8
1024	18.5
1025	13.4
1343	17.5
1264	17.8
1748	17.8
1788	17.6
1486	18.4
1627	16.9
1989	18.6
1230	18.8
1560	16.9
1088	19.5
1494	18.3
1198	19.8
1409	17.5
1728	17.9
1478	18
1682	18.7
1436	17.8
1731	18.3
1901	18.5
1875	18.2
1746	18.5
1809	18
1903	18.1
1877	16.9
1681	18.3
1856	18.1
1462	19
1713	17.8
1400	17.1
1798	18.5
1471	17
1789	17.8
1777	17.8
1441	17.2
1401	17.1
1754	18.3
1899	18.3
1992	17.9
1002	20.4
2048	16.7
1716	17.5
1315	17.7
1915	18.2
1652	16.6
1278	18.6
1594	18.7
1187	18.3
1922	18.6
1017	18.7
1688	17.7
1723	18.1
1030	19.2
1027	15.4
1262	19.7
1904	18
1678	18.7
1862	18.4
1076	18.1
1142	19.3
1322	18.2
1906	18.8
1049	20.3
1104	18.9
2038	17.3
2047	16.5
2048	17
2058	17.1
