32	10.2
44	12.9
56	15.6
60	23.5
61	11.8
64	13.8
72	23.2
81	18.1
96	23.8
101	16.3
124	16.9
125	17.3
126	17.7
128	18.6
129	19
130	19.5
141	19.6
252	22.4
253	19.9
254	20.2
256	20.6
257	20.8
258	21.1
259	21.3
300	21.9
400	21.1
511	20.9
512	21.1
513	21.1
543	21.5
544	21.8
545	21.5
575	22.4
576	19.1
577	21.6
607	21.8
608	22.1
609	22
639	20.2
640	20.3
641	19.7
671	21.1
672	19.7
673	20.1
703	21.1
704	21.1
705	21.5
735	20.6
736	21.2
737	20.9
767	17.5
768	15.6
769	20.1
799	20.6
800	20.8
801	20.5
831	20.4
832	19.8
833	19.6
863	20.8
864	21
865	20.4
895	20.7
896	21.1
897	20.9
927	19.9
928	19.9
929	19.7
959	20.1
960	19.4
961	20.5
991	21
992	21.5
993	20.4
1023	19.9
1024	20
1025	20.4
1343	19
1264	19.5
1748	19.9
1788	18.5
1486	19.5
1627	19.1
1989	20.7
1230	19.7
1560	18.1
1088	19.8
1494	19.2
1198	20.7
1409	18.9
1728	17.7
1478	18.7
1682	19.5
1436	19.4
1731	20
1901	20.5
1875	20.1
1746	20.3
1809	19.7
1903	20.3
1877	19.3
1681	19.7
1856	20.3
1462	19.6
1713	20.6
1400	19
1798	20.3
1471	19.5
1789	20.3
1777	20.3
1441	19.3
1401	20.1
1754	20.1
1899	20.3
1992	19
1002	20.5
2048	17.7
1716	18.5
1315	19.8
1915	19.8
1652	19.3
1278	18.4
1594	19.2
1187	18.7
1922	19.9
1017	19.9
1688	19.4
1723	19.8
1030	19.8
1027	19.8
1262	18.5
1904	19.9
1678	19.7
1862	20.3
1076	20
1142	18.4
1322	18.6
1906	20
1049	18.9
1104	18.5
2038	19.5
2047	17.9
2048	18
2058	20
