32	21.6
44	20.2
56	21.4
60	19.4
61	19.9
64	21.1
72	21.6
81	19.8
96	22.4
101	19.4
124	20.9
125	20.1
126	19.6
128	18.9
129	20.3
130	19.4
141	20.8
252	20.6
253	20
254	18.8
256	21
257	17
258	18.9
259	18.5
300	20.8
400	20.1
511	19.4
512	20.3
513	15
543	19.9
544	20.2
545	20.4
575	19.9
576	19.4
577	19.9
607	19.6
608	19.7
609	19.9
639	20.3
640	20.9
641	18.5
671	19.5
672	19.3
673	19.4
703	19.2
704	19.3
705	19.8
735	19.4
736	19.3
737	19.6
767	19.6
768	20.2
769	16.8
799	19.3
800	19.3
801	19.7
831	19.2
832	18.1
833	19.3
863	18.6
864	17.9
865	18.2
895	17.1
896	19.4
897	19.3
927	19.4
928	18.8
929	19.6
959	18.5
960	18.9
961	18.8
991	19
992	18.1
993	19.3
1023	17.9
1024	18.7
1025	14.1
1343	17
1264	17.2
1748	17.4
1788	17.2
1486	17.6
1627	16.7
1989	18.1
1230	18.2
1560	17
1088	17.3
1494	17.7
1198	17.9
1409	17
1728	17.7
1478	17.9
1682	18
1436	17.5
1731	17.9
1901	18.3
1875	17.7
1746	18.6
1809	17.9
1903	18
1877	16.6
1681	18
1856	17.9
1462	18.3
1713	18
1400	17.3
1798	18.9
1471	17.2
1789	17.9
1777	18.2
1441	17.3
1401	17.6
1754	18.6
1899	18.2
1992	18
1002	20.1
2048	17.2
1716	17.4
1315	17.8
1915	18.6
1652	16.6
1278	18.3
1594	18.4
1187	17.8
1922	18.8
1017	18.7
1688	17.6
1723	17.9
1030	19.5
1027	15.6
1262	18.8
1904	17.8
1678	18.1
1862	18.8
1076	19.2
1142	19.2
1322	18.9
1906	19
1049	19.2
1104	18.4
2038	16.7
2047	16.9
2048	17
2058	17.2
