32	21.7
44	20.3
56	21.2
60	22.1
61	18.1
64	21
72	21.7
81	19.9
96	22.6
101	19.4
124	20.9
125	20
126	19.6
128	12.9
129	20.7
130	19.6
141	21.2
252	20.9
253	20.3
254	19.1
256	14.5
257	17.2
258	19.1
259	18.7
300	20.8
400	20.2
511	13.8
512	14.4
513	15.1
543	19.7
544	19.9
545	20.1
575	19.8
576	19.7
577	19.9
607	19.4
608	19.2
609	20
639	16.4
640	16.2
641	18.4
671	19.8
672	19.3
673	20.5
703	19.7
704	19.9
705	20
735	19.7
736	19.8
737	19.9
767	16
768	16.4
769	17
799	19.7
800	19.4
801	19.9
831	19.6
832	19.5
833	19.9
863	19.6
864	18.9
865	19.9
895	16
896	17.1
897	19
927	19.2
928	19.1
929	18.9
959	19.7
960	19
961	19.1
991	19.3
992	18.3
993	19
1023	13.7
1024	13.9
1025	14.1
2038	17.2
2047	13.3
2048	13.2
2058	18
