32	22
44	20.2
56	21.6
60	22.3
61	20
64	21.2
72	21.8
81	19.9
96	22.7
101	19.6
124	21
125	20.1
126	19.6
128	12.7
129	20.3
130	19.4
141	20.8
252	20.7
253	20.2
254	18.9
256	14.3
257	17.1
258	19
259	18.6
300	20.9
400	20.4
511	13.7
512	14.1
513	15.1
543	19.4
544	19.5
545	19.8
575	19.5
576	20.4
577	20.1
607	19.4
608	19.8
609	19.7
639	16.1
640	17.5
641	18.7
671	19.5
672	19.3
673	19.6
703	19.8
704	20
705	20
735	20
736	19.5
737	19.7
767	15.8
768	16.8
769	17.1
799	19.5
800	20.1
801	19.5
831	19
832	19.8
833	20
863	19.5
864	20.1
865	19.9
895	15.9
896	16.7
897	18.4
927	19.2
928	18.4
929	19.4
959	19.4
960	19.1
961	19.8
991	19.8
992	19.4
993	19.5
1023	14
1024	14.1
1025	13.8
2038	17.4
2047	13.1
2048	13
2058	17.2
