32	21.7
44	19.6
56	21
60	20
61	19.6
64	20.7
72	21.1
81	19.3
96	21.9
101	18.8
124	20.3
125	19.7
126	19.2
128	18
129	19.7
130	18.9
141	19
252	21.3
253	19.4
254	19.6
256	20.2
257	20.4
258	20.5
259	20.8
300	21.4
400	20.6
511	20.2
512	20.1
513	20.2
543	21.3
544	20.8
545	21
575	21.2
576	20.3
577	21.1
607	22
608	21.8
609	21.4
639	20.9
640	21.4
641	21.6
671	22.1
672	20.4
673	19.9
703	21.7
704	21.1
705	22
735	20.8
736	21.1
737	21.1
767	17.5
768	15.5
769	20.6
799	21.2
800	21.2
801	21.2
831	20.5
832	20.6
833	21
863	21.5
864	20
865	20.6
895	21
896	20.7
897	21
927	20.1
928	20
929	20.6
959	20.8
960	19.5
961	20.1
991	18.4
992	18
993	18.7
1023	18.4
1024	18.8
1025	18.6
1343	18.8
1264	18.6
1748	19.2
1788	17.5
1486	18.7
1627	18.7
1989	20
1230	19.7
1560	18
1088	20.5
1494	19.1
1198	20.5
1409	19.2
1728	18.1
1478	19.6
1682	19.3
1436	18.9
1731	19.5
1901	19.9
1875	20.1
1746	19.9
1809	20.1
1903	20.4
1877	20.4
1681	19.8
1856	19.9
1462	19.8
1713	19.8
1400	20.1
1798	20.1
1471	19
1789	19.7
1777	19.5
1441	18.5
1401	19.1
1754	19.9
1899	19.7
1992	18.3
1002	19.8
2048	17.3
1716	17.8
1315	19.3
1915	19.5
1652	19.1
1278	19.1
1594	19.3
1187	20
1922	19.1
1017	18.1
1688	19.1
1723	20
1030	20.1
1027	19.6
1262	20
1904	20.6
1678	19.8
1862	19.9
1076	20.7
1142	18.2
1322	19.8
1906	19.3
1049	18.8
1104	18.9
2038	18.5
2047	17.5
2048	17.5
2058	19.4
