32	21.3
44	19.7
56	20.8
60	21.7
61	19.6
64	20.6
72	21.1
81	19.7
96	22.1
101	19.1
124	20.4
125	19.5
126	19.1
128	18
129	19.7
130	18.9
141	19.1
252	21.4
253	19.4
254	19.6
256	20.2
257	20.4
258	20.7
259	20.9
300	21.8
400	21
511	20.9
512	21.1
513	20.5
543	20.9
544	22
545	22
575	21.8
576	20.5
577	21.2
607	21.6
608	21.8
609	22.1
639	21.2
640	21
641	21.3
671	21.7
672	19.9
673	20.1
703	21.2
704	21.1
705	20.6
735	20.1
736	20.3
737	20.5
767	17.2
768	15.5
769	21.1
799	21
800	21.5
801	21.1
831	20.1
832	20.6
833	20.9
863	21.4
864	20
865	20.3
895	20.6
896	20.6
897	20.4
927	20.6
928	20.5
929	20.7
959	21.2
960	20.1
961	20
991	20.5
992	20.8
993	20.1
1023	19.2
1024	19.5
1025	19.2
1343	19.2
1264	18.5
1748	19.9
1788	17.9
1486	19.3
1627	19.4
1989	19.9
1230	18.9
1560	17.6
1088	20.3
1494	19.6
1198	19.8
1409	19.1
1728	18.3
1478	19
1682	19.2
1436	19.3
1731	19.6
1901	20.1
1875	20
1746	19.3
1809	19.7
1903	20.1
1877	19
1681	19.6
1856	19.9
1462	18.8
1713	19.4
1400	18.3
1798	19.4
1471	18.5
1789	19.3
1777	19.3
1441	18.2
1401	18.4
1754	19.4
1899	18.8
1992	17.9
1002	14.5
2048	17.5
1716	18
1315	18.6
1915	19.3
1652	19.1
1278	18.4
1594	19
1187	18.4
1922	19.4
1017	19.2
1688	19.3
1723	19
1030	18.5
1027	18.1
1262	18
1904	20
1678	19.6
1862	19.7
1076	20.3
1142	18.4
1322	18.9
1906	19.8
1049	20.2
1104	19.8
2038	19.2
2047	17.5
2048	17.1
2058	19
