32	21.4
44	20.1
56	21.6
60	22.4
61	19.9
64	21.2
72	21.8
81	20
96	22.6
101	19.5
124	21.1
125	20.1
126	19.7
128	18.9
129	20.2
130	19.3
141	20.8
252	20.9
253	20.4
254	19
256	21.3
257	17.2
258	19.1
259	18.6
300	20.9
400	20.4
511	19.1
512	20.7
513	15.1
543	20.1
544	20.1
545	20.3
575	19.7
576	20.1
577	20.3
607	19.7
608	19.9
609	19.9
639	20.5
640	20.6
641	18.8
671	19.8
672	19.4
673	19.6
703	19.2
704	19.3
705	19.7
735	19.3
736	19.3
737	19.9
767	19.8
768	21
769	16.8
799	19.5
800	19.3
801	20.2
831	19.9
832	19.9
833	20.1
863	19.3
864	19.5
865	19.9
895	20
896	10.1
897	9.32
927	9.03
928	8.63
929	9.27
959	8.78
960	9.19
961	9.21
991	9.07
992	9.18
993	9.01
1023	8.85
1024	8.5
1025	6.56
1343	8.23
1264	8.19
1748	8.78
1788	8.66
1486	13.9
1627	8.15
1989	13.6
1230	17.8
1560	16.8
1088	18.3
1494	18
1198	19.8
1409	17.6
1728	17.7
1478	18
1682	18.5
1436	17
1731	17.8
1901	18.4
1875	17.7
1746	18.5
1809	17.8
1903	17.9
1877	16.7
1681	18.5
1856	18.1
1462	18.1
1713	18.2
1400	17.1
1798	18.7
1471	17.2
1789	17.6
1777	18.5
1441	18.1
1401	18.4
1754	18.9
1899	18.4
1992	18
1002	20.5
2048	17.3
1716	17.7
1315	17.7
1915	18.3
1652	16.2
1278	17.9
1594	18
1187	18.9
1922	19
1017	18.5
1688	16.9
1723	17.9
1030	18.5
1027	14.8
1262	19.2
1904	18
1678	18.8
1862	19.1
1076	19.3
1142	20.1
1322	18.3
1906	18.8
1049	19.3
1104	18.1
2038	16.6
2047	16.7
2048	17
2058	16.9
