32	21.4
44	20.1
56	21.6
60	22.1
61	19.9
64	21
72	21.5
81	19.9
96	22.6
101	19.6
124	21.1
125	20.2
126	19.6
128	12.7
129	20.2
130	19.4
141	20.9
252	20.8
253	20.3
254	18.9
256	14.3
257	17.1
258	19
259	18.6
300	20.8
400	20.3
511	13.8
512	14.2
513	15
543	19.8
544	19.5
545	19.8
575	20.3
576	19.8
577	20.2
607	19.5
608	20
609	20.2
639	16.5
640	16.7
641	18.5
671	19.7
672	19.7
673	19.9
703	19.4
704	19.6
705	19.9
735	19.7
736	19.5
737	19.9
767	15.8
768	16.7
769	17
799	19.7
800	20
801	20.3
831	19.6
832	17.1
833	20
863	19.5
864	18.3
865	17.4
895	14.2
896	15.3
897	18.9
927	18.6
928	18.5
929	18.4
959	18.4
960	18.8
961	18.7
991	18.7
992	18.8
993	19.3
1023	14.1
1024	14.2
1025	13.6
2038	17.6
2047	13
2048	13.5
2058	17.4
