32	10.1
44	12.9
56	15.3
60	23.6
61	8.62
64	13.2
72	23.3
81	17.8
96	23.8
101	16.6
124	17
125	17.4
126	17.8
128	18.7
129	19.2
130	19.6
141	19.5
252	22.4
253	19.8
254	20
256	20.7
257	20.9
258	21.2
259	21.4
300	21.8
400	21.1
511	20.9
512	21.1
513	21
543	21.9
544	22.1
545	22.3
575	22.3
576	21.2
577	21.1
607	21.6
608	22.2
609	22.3
639	21.3
640	21.4
641	21
671	22.2
672	20.7
673	20.2
703	21.4
704	22
705	21.8
735	21.2
736	21.3
737	21.1
767	17.6
768	15.6
769	20.8
799	21.1
800	21.6
801	21.3
831	20.9
832	21
833	21.2
863	21.3
864	20.2
865	20.7
895	21
896	20.8
897	21.1
927	20.4
928	20.8
929	20.9
959	21.3
960	20.8
961	20.8
991	20.1
992	20.9
993	20.7
1023	20
1024	19.9
1025	20
1343	19.9
1264	20.2
1748	19.9
1788	18.5
1486	19.7
1627	19.4
1989	20.6
1230	20.1
1560	18.5
1088	20.1
1494	19.3
1198	20.1
1409	18.8
1728	18.2
1478	18.6
1682	18.9
1436	18.8
1731	19.5
1901	20
1875	19.9
1746	19.9
1809	20.7
1903	20.4
1877	20
1681	19.5
1856	20.1
1462	19.3
1713	20.2
1400	19.1
1798	20
1471	19.3
1789	19.6
1777	19.7
1441	18.7
1401	19.1
1754	19.9
1899	20.3
1992	18
1002	19.5
2048	17.7
1716	18.4
1315	19.7
1915	19.9
1652	19.5
1278	18.8
1594	19.3
1187	19.9
1922	19.5
1017	18.9
1688	19.9
1723	19.7
1030	20.5
1027	20.8
1262	20.1
1904	20.6
1678	20
1862	20.3
1076	20.7
1142	18.8
1322	19
1906	20.2
1049	20.9
1104	20.5
2038	19.6
2047	17.5
2048	17.4
2058	20.4
