32	22.2
44	20.2
56	21.5
60	22.2
61	20.1
64	21.2
72	21.8
81	20
96	22.7
101	19.6
124	21.1
125	20.2
126	19.7
128	12.7
129	20.3
130	19.4
141	20.9
252	20.9
253	20.3
254	19
256	14.4
257	17.2
258	19.5
259	19.1
300	21.5
400	20.5
511	14.1
512	14.6
513	15.2
543	20.6
544	20.2
545	19.8
575	19.4
576	20.1
577	20.1
607	15.9
608	20
609	19.9
639	14.2
640	14.9
641	18.7
671	19.8
672	19.4
673	19.7
703	19.5
704	19.5
705	19.8
735	20
736	19.4
737	20.3
767	15.4
768	16.5
769	17.3
799	20
800	19.6
801	19.9
831	19.6
832	19.5
833	19.7
863	19.1
864	19.2
865	19.1
895	16.2
896	16.5
897	18.6
927	19.5
928	18.3
929	18.9
959	18.9
960	18.1
961	19.4
991	18.2
992	18.2
993	19.5
1023	13.8
1024	14.2
1025	13.9
2038	18.2
2047	13.3
2048	13.4
2058	18
