32	22.2
44	20.3
56	21.7
60	22.4
61	20.1
64	21.2
72	21.8
81	20.1
96	22.9
101	19.8
124	21.7
125	20.8
126	20.2
128	12.9
129	20.7
130	19.7
141	21.2
252	21.0
253	20.9
254	19.5
256	14.5
257	17.4
258	19.5
259	19.1
300	21.5
400	20.7
511	14.2
512	14.8
513	15.3
543	20.6
544	20.8
545	20.7
575	20.3
576	20.5
577	20.6
607	19.8
608	20.1
609	20.2
639	16.7
640	17.5
641	19.0
671	20.0
672	20.2
673	20.5
703	19.9
704	20.0
705	20.3
735	20.0
736	19.9
737	20.3
767	16.3
768	16.8
769	17.3
799	20.1
800	20.1
801	20.3
831	19.7
832	19.9
833	20.3
863	19.7
864	20.1
865	20.3
895	16.9
896	17.1
897	19.3
927	19.6
928	19.9
929	20.6
959	19.7
960	20.0
961	19.8
991	19.8
992	19.5
993	20.4
1023	14.3
1024	14.4
1025	14.1
2038	18.2
2047	13.5
2048	13.5
2058	18.4
