32	15.7
44	17.4
56	20.9
60	20.5
61	19.6
64	21.3
72	23.5
81	21.4
96	25.4
101	24
124	26.5
125	25.7
126	25.1
128	26.3
129	25.6
130	25.8
141	25.9
252	31.2
253	29.9
254	30.1
256	30.8
257	29.4
258	29.7
259	29
300	31.4
400	33.2
511	31.9
512	32.7
513	30.9
543	31.7
544	33.2
545	32.8
575	32.3
576	33.2
577	33.1
607	32.6
608	33.4
609	33.3
639	33
640	33.8
641	33.4
671	33.1
672	34.1
673	33.9
703	33.3
704	34
705	33.8
735	33.1
736	33.9
737	33.7
767	32.9
768	33.8
769	33.2
799	33.4
800	33.7
801	33.7
831	33.1
832	33.5
833	33.8
863	33.4
864	34.1
865	33.9
895	33.5
896	34
897	33.8
927	33.6
928	34.1
929	33.7
959	33.5
960	34.2
961	34.2
991	33.7
992	34.4
993	34.1
1023	32.6
1024	32.8
1025	31.6
2038	34.9
2047	33.8
2048	33.8
2058	34.1
