32	10.6
44	26.3
56	21.1
60	22.3
61	27.1
64	31.5
72	46.1
81	31
96	52.1
101	33.3
124	37.2
125	37.8
126	38.7
128	40.5
129	41.6
130	42.9
141	52.8
252	44.9
253	45.3
254	45.8
256	47.1
257	47.5
258	48.1
259	48.6
300	46.2
400	47.4
511	48.5
512	47.9
513	49.4
543	51.8
544	50.1
545	51.8
575	51.8
576	50.3
577	47.6
607	47
608	47.9
609	49.6
639	52.3
640	51.6
641	51.9
671	53.5
672	53.4
673	47.9
703	49.1
704	50.5
705	51.8
735	51.2
736	50.2
737	50.3
767	47.5
768	45.1
769	47
799	48.7
800	47.8
801	47.1
831	49.6
832	48.5
833	48.9
863	49.9
864	49.5
865	47.2
895	46.4
896	44.2
897	44.3
927	50.4
928	51.6
929	52.1
959	52.4
960	51.2
961	49.5
991	48
992	49
993	48.4
1002	48.5
1017	46
1023	46.1
1024	46.4
1025	46.5
1027	47.3
1030	46.3
1049	50.6
1076	51.7
1088	49.9
1104	52.1
1142	44.2
1187	49.2
1198	50.6
1230	49.3
1262	50.2
1264	50.2
1278	48.7
1315	51
1322	47.4
1343	49.2
1400	49.1
1401	50.2
1409	50.5
1436	50.9
1441	48.1
1462	50.2
1471	47.5
1478	48.3
1486	49
1494	49.1
1560	50.6
1594	48.7
1627	45.8
1652	48.6
1678	49.5
1681	48.6
1682	48.7
1688	49.6
1713	49.7
1716	50.4
1723	51
1728	50.9
1731	50.1
1746	51.7
1748	52
1754	49.1
1777	49.6
1788	50.2
1789	50.5
1798	51.5
1809	47.9
1856	48.1
1862	51.1
1875	50.7
1877	49.8
1899	46.2
1901	46.4
1903	46.6
1904	46.8
1906	47.1
1915	47.3
1922	49.9
1989	51.4
1992	51.6
2038	45.1
2047	46.9
2048	46.9
2058	47.1
