Description:	Multilevel blocked dgemm.

L1 Block Size: 34
L2 Block Size: 102
L3 Block Size: 1122
Size: 511	Gflop/s: 7.66
Size: 512	Gflop/s: 5.59
Size: 513	Gflop/s: 7.2
Size: 543	Gflop/s: 7.94
Size: 544	Gflop/s: 8.36
Size: 545	Gflop/s: 9.08
Size: 575	Gflop/s: 9.18
Size: 576	Gflop/s: 8.03
Size: 577	Gflop/s: 9.21
Size: 607	Gflop/s: 9.14
Size: 608	Gflop/s: 8.43
Size: 609	Gflop/s: 9.05
Size: 639	Gflop/s: 8.96
Size: 640	Gflop/s: 7.24
Size: 641	Gflop/s: 8.97
Size: 671	Gflop/s: 9.15
Size: 672	Gflop/s: 8.4
Size: 673	Gflop/s: 9.09
Size: 703	Gflop/s: 9.07
Size: 704	Gflop/s: 7.98
Size: 705	Gflop/s: 9.14
Size: 735	Gflop/s: 8.98
Size: 736	Gflop/s: 8.4
Size: 737	Gflop/s: 9.02
Size: 767	Gflop/s: 7.82
Size: 768	Gflop/s: 6.73
Size: 769	Gflop/s: 8.8
Size: 799	Gflop/s: 8.67
Size: 800	Gflop/s: 8.28
Size: 801	Gflop/s: 8.76
Size: 831	Gflop/s: 8.88
Size: 832	Gflop/s: 7.92
Size: 833	Gflop/s: 9.04
Size: 863	Gflop/s: 8.81
Size: 864	Gflop/s: 8.19
Size: 865	Gflop/s: 8.83
Size: 895	Gflop/s: 8.87
Size: 896	Gflop/s: 7.25
Size: 897	Gflop/s: 8.85
Size: 927	Gflop/s: 8.85
Size: 928	Gflop/s: 8.1
Size: 929	Gflop/s: 8.62
Size: 959	Gflop/s: 8.8
Size: 960	Gflop/s: 7.82
Size: 961	Gflop/s: 8.85
Size: 991	Gflop/s: 8.73
Size: 992	Gflop/s: 8.16
Size: 993	Gflop/s: 8.8
Size: 1023	Gflop/s: 7.26
Size: 1024	Gflop/s: 4.84
Size: 1025	Gflop/s: 7.42
